station_id,day_date,rolling_30d_temp
IN009012200,1953-01-01,33
IN009012200,1953-01-02,30.25
IN009012200,1953-01-03,30.133333333333336
IN009012200,1953-01-04,29.25
IN009012200,1953-01-05,28.880000000000003
IN009012200,1953-01-06,27.533333333333335
IN009012200,1953-01-07,26.528571428571432
IN009012200,1953-01-08,27.5
IN009012200,1953-01-09,27.58888888888889
IN009012200,1953-01-10,27.580000000000002
IN009012200,1953-01-11,27.490909090909096
IN009012200,1953-01-12,27.875000000000004
IN009012200,1953-01-13,27.969230769230776
IN009012200,1953-01-14,28.142857142857146
IN009012200,1953-01-15,27.733333333333338
IN009012200,1953-01-16,27.637500000000003
IN009012200,1953-01-17,27.811764705882357
IN009012200,1953-01-18,28.055555555555557
IN009012200,1953-01-19,28.20526315789474
IN009012200,1953-01-20,28.195000000000004
IN009012200,1953-01-21,28.380952380952387
IN009012200,1953-01-22,28.39545454545455
IN009012200,1953-01-23,28.552173913043486
IN009012200,1953-01-24,28.704166666666676
IN009012200,1953-01-25,28.448000000000008
IN009012200,1953-01-26,28.507692307692313
IN009012200,1953-01-27,28.48518518518519
IN009012200,1953-01-28,28.18571428571429
IN009012200,1953-01-29,27.98275862068966
IN009012200,1953-01-30,28.070000000000004
IN009012200,1953-01-31,28.013333333333335
IN009012200,1953-02-01,28.13
IN009012200,1953-02-02,28.136666666666663
IN009012200,1953-02-03,28.05666666666667
IN009012200,1953-02-04,27.816666666666666
IN009012200,1953-02-05,27.830000000000002
IN009012200,1953-02-06,28.09
IN009012200,1953-02-07,27.76666666666667
IN009012200,1953-02-08,27.616666666666667
IN009012200,1953-02-09,27.790000000000003
IN009012200,1953-02-10,27.823333333333338
IN009012200,1953-02-11,27.433333333333337
IN009012200,1953-02-12,27.343333333333337
IN009012200,1953-02-13,27.48666666666667
IN009012200,1953-02-14,27.513333333333335
IN009012200,1953-02-15,27.433333333333337
IN009012200,1953-02-16,27.243333333333332
IN009012200,1953-02-17,26.98333333333333
IN009012200,1953-02-18,26.63333333333333
IN009012200,1953-02-19,26.7
IN009012200,1953-02-20,26.309999999999995
IN009012200,1953-02-21,26.19333333333333
IN009012200,1953-02-22,26.196666666666665
IN009012200,1953-02-23,26.099999999999998
IN009012200,1953-02-24,26.483333333333327
IN009012200,1953-02-25,26.18333333333333
IN009012200,1953-02-26,26.149999999999995
IN009012200,1953-02-27,26.33333333333333
IN009012200,1953-02-28,26.70666666666666
IN009012200,1953-04-01,26.426666666666666
IN009012200,1953-04-02,26.443333333333328
IN009012200,1953-04-03,26.303333333333327
IN009012200,1953-04-04,26.31333333333333
IN009012200,1953-04-05,26.419999999999995
IN009012200,1953-04-06,26.599999999999998
IN009012200,1953-04-07,27.003333333333327
IN009012200,1953-04-08,26.969999999999995
IN009012200,1953-04-09,27.046666666666663
IN009012200,1953-04-10,27.25333333333333
IN009012200,1953-04-11,26.886666666666663
IN009012200,1953-04-12,26.85333333333333
IN009012200,1953-04-13,27.126666666666665
IN009012200,1953-04-14,27.233333333333334
IN009012200,1953-04-15,27.193333333333335
IN009012200,1953-04-16,27.276666666666664
IN009012200,1953-04-17,27.613333333333333
IN009012200,1953-04-18,27.576666666666664
IN009012200,1953-04-19,27.743333333333332
IN009012200,1953-04-20,27.91
IN009012200,1953-04-21,27.689999999999998
IN009012200,1953-04-22,27.83333333333333
IN009012200,1953-04-23,28.06333333333333
IN009012200,1953-04-24,28.076666666666664
IN009012200,1953-04-25,28.12666666666666
IN009012200,1953-04-26,27.679999999999996
IN009012200,1953-04-27,27.999999999999996
IN009012200,1953-04-28,28.029999999999998
IN009012200,1953-04-29,28.056666666666665
IN009012200,1953-04-30,27.613333333333337
IN009012200,1953-05-01,27.84
IN009012200,1953-05-02,27.74
IN009012200,1953-05-03,27.63333333333333
IN009012200,1953-05-04,27.669999999999995
IN009012200,1953-05-05,27.56333333333333
IN009012200,1953-05-06,27.426666666666666
IN009012200,1953-05-07,27.09333333333333
IN009012200,1953-05-08,26.923333333333332
IN009012200,1953-05-09,26.986666666666668
IN009012200,1953-05-10,26.77
IN009012200,1953-05-11,26.970000000000002
IN009012200,1953-05-12,26.89666666666667
IN009012200,1953-05-13,26.993333333333336
IN009012200,1953-05-14,27.05666666666667
IN009012200,1953-05-15,27.01
IN009012200,1953-05-16,27.3
IN009012200,1953-05-17,27.040000000000003
IN009012200,1953-05-18,27.280000000000005
IN009012200,1953-05-19,27.430000000000003
IN009012200,1953-05-20,27.663333333333338
IN009012200,1953-05-21,27.85
IN009012200,1953-05-22,27.833333333333332
IN009012200,1953-05-23,27.86666666666667
IN009012200,1953-05-24,27.900000000000002
IN009012200,1953-05-25,27.666666666666668
IN009012200,1953-05-26,28.136666666666667
IN009012200,1953-05-27,27.873333333333335
IN009012200,1953-05-28,27.87
IN009012200,1953-05-29,27.896666666666672
IN009012200,1953-05-30,27.930000000000007
IN009012200,1953-05-31,27.73333333333334
IN009012200,1953-06-01,27.73000000000001
IN009012200,1953-06-02,27.636666666666674
IN009012200,1953-06-03,27.276666666666674
IN009012200,1953-06-04,27.193333333333342
IN009012200,1953-06-05,27.563333333333343
IN009012200,1953-06-06,27.570000000000007
IN009012200,1953-06-07,27.983333333333345
IN009012200,1953-06-08,28.000000000000007
IN009012200,1953-06-09,28.380000000000006
IN009012200,1953-06-10,28.470000000000006
IN009012200,1953-06-11,28.39666666666667
IN009012200,1953-06-12,28.463333333333335
IN009012200,1953-06-13,28.536666666666672
IN009012200,1953-06-14,28.276666666666667
IN009012200,1953-06-15,28.029999999999998
IN009012200,1953-06-16,27.839999999999996
IN009012200,1953-06-17,27.509999999999998
IN009012200,1953-06-18,27.37333333333333
IN009012200,1953-06-19,27.080000000000002
IN009012200,1953-06-20,27.03666666666667
IN009012200,1953-06-21,27.34666666666667
IN009012200,1953-06-22,27.183333333333334
IN009012200,1953-06-23,27.126666666666665
IN009012200,1953-06-24,27.136666666666667
IN009012200,1953-06-25,26.956666666666667
IN009012200,1953-06-26,27.176666666666666
IN009012200,1953-06-27,27.386666666666663
IN009012200,1953-06-28,27.509999999999998
IN009012200,1953-06-29,27.92666666666667
IN009012200,1953-06-30,27.85
IN009012200,1953-07-01,27.580000000000002
IN009012200,1953-07-02,27.67666666666667
IN009012200,1953-07-03,27.976666666666674
IN009012200,1953-07-04,27.966666666666672
IN009012200,1953-07-05,27.65666666666667
IN009012200,1953-07-06,27.67666666666667
IN009012200,1953-07-07,27.583333333333336
IN009012200,1953-07-08,27.373333333333335
IN009012200,1953-07-09,26.90666666666667
IN009012200,1953-07-10,26.64666666666667
IN009012200,1953-07-11,26.680000000000003
IN009012200,1953-07-12,26.410000000000004
IN009012200,1953-07-13,26.186666666666667
IN009012200,1953-07-14,26.396666666666665
IN009012200,1953-07-15,26.596666666666668
IN009012200,1953-07-16,26.69
IN009012200,1953-07-17,27.12666666666667
IN009012200,1953-07-18,27.110000000000003
IN009012200,1953-07-19,27.11666666666667
IN009012200,1953-07-20,27.290000000000006
IN009012200,1953-07-21,27.243333333333336
IN009012200,1953-07-22,27.04666666666667
IN009012200,1953-07-23,27.026666666666667
IN009012200,1953-07-24,26.92
IN009012200,1953-07-25,27.003333333333334
IN009012200,1953-07-26,27.169999999999998
IN009012200,1953-07-27,27.076666666666664
IN009012200,1953-07-28,27.176666666666666
IN009012200,1953-07-29,27.09
IN009012200,1953-07-30,27.370000000000005
IN009012200,1953-07-31,27.653333333333332
IN009012200,1953-08-01,27.750000000000004
IN009012200,1953-08-02,27.60000000000001
IN009012200,1953-08-03,27.850000000000005
IN009012200,1953-08-04,27.94
IN009012200,1953-08-05,27.933333333333334
IN009012200,1953-08-06,27.786666666666672
IN009012200,1953-08-07,27.86666666666667
IN009012200,1953-08-08,28.13
IN009012200,1953-08-09,28.336666666666666
IN009012200,1953-08-10,28.596666666666668
IN009012200,1953-08-11,28.77
IN009012200,1953-08-12,28.60333333333333
IN009012200,1953-08-13,28.673333333333332
IN009012200,1953-08-14,28.29
IN009012200,1953-08-15,28.483333333333334
IN009012200,1953-08-16,28.31333333333333
IN009012200,1953-08-17,28.5
IN009012200,1953-08-18,28.87333333333333
IN009012200,1953-08-19,28.819999999999997
IN009012200,1953-08-20,28.773333333333333
IN009012200,1953-08-21,29.009999999999998
IN009012200,1953-08-22,28.92
IN009012200,1953-08-23,29.15333333333333
IN009012200,1953-08-24,29.156666666666663
IN009012200,1953-08-25,29.006666666666664
IN009012200,1953-08-26,28.759999999999998
IN009012200,1953-08-27,28.759999999999998
IN009012200,1953-08-28,28.726666666666667
IN009012200,1953-08-29,28.696666666666662
IN009012200,1953-08-30,28.613333333333333
IN009012200,1953-08-31,28.759999999999998
IN009012200,1953-09-01,28.829999999999995
IN009012200,1953-09-02,28.99333333333333
IN009012200,1953-09-03,29.08999999999999
IN009012200,1953-09-04,29.229999999999993
IN009012200,1953-09-05,29.039999999999996
IN009012200,1953-09-06,29.223333333333322
IN009012200,1953-09-07,29.039999999999996
IN009012200,1953-09-08,29.223333333333326
IN009012200,1953-09-09,29.263333333333325
IN009012200,1953-09-10,29.299999999999997
IN009012200,1953-09-11,29.59666666666666
IN009012200,1953-09-12,29.43333333333333
IN009012200,1953-09-13,29.816666666666666
IN009012200,1953-09-14,29.66
IN009012200,1953-09-15,29.469999999999995
IN009012200,1953-09-16,29.46333333333333
IN009012200,1953-09-17,29.41
IN009012200,1953-09-18,29.333333333333332
IN009012200,1953-09-19,29.406666666666663
IN009012200,1953-09-20,29.58
IN009012200,1953-09-21,29.59333333333333
IN009012200,1953-09-22,29.479999999999997
IN009012200,1953-09-23,29.496666666666666
IN009012200,1953-09-24,29.469999999999995
IN009012200,1953-09-25,29.546666666666667
IN009012200,1953-09-26,29.35
IN009012200,1953-09-27,29.133333333333336
IN009012200,1953-09-28,28.983333333333334
IN009012200,1953-09-29,29.139999999999997
IN009012200,1953-09-30,28.80333333333333
IN009012200,1953-10-01,28.966666666666665
IN009012200,1953-10-02,28.976666666666667
IN009012200,1953-10-03,29.063333333333333
IN009012200,1953-10-04,28.906666666666663
IN009012200,1953-10-05,28.956666666666663
IN009012200,1953-10-06,28.936666666666664
IN009012200,1953-10-07,28.86
IN009012200,1953-10-08,28.496666666666666
IN009012200,1953-10-09,28.35333333333333
IN009012200,1953-10-10,28.103333333333335
IN009012200,1953-10-11,28.14
IN009012200,1953-10-12,28.01
IN009012200,1953-10-13,27.636666666666667
IN009012200,1953-10-14,27.813333333333333
IN009012200,1953-10-15,28.12
IN009012200,1953-10-16,27.94666666666667
IN009012200,1953-10-17,27.973333333333336
IN009012200,1953-10-18,27.993333333333336
IN009012200,1953-10-19,27.880000000000003
IN009012200,1953-10-20,27.633333333333336
IN009012200,1953-10-21,27.410000000000004
IN009012200,1953-10-22,27.486666666666668
IN009012200,1953-10-23,27.280000000000005
IN009012200,1953-10-24,27.363333333333337
IN009012200,1953-10-25,27.36666666666667
IN009012200,1953-10-26,27.453333333333337
IN009012200,1953-10-27,27.466666666666676
IN009012200,1953-10-28,27.36333333333334
IN009012200,1953-10-29,27.32666666666667
IN009012200,1953-10-30,27.666666666666675
IN009012200,1953-10-31,27.360000000000007
IN009012200,1953-11-01,27.246666666666673
IN009012200,1953-11-02,27.12000000000001
IN009012200,1953-11-03,27.236666666666675
IN009012200,1953-11-04,27.406666666666673
IN009012200,1953-11-05,27.536666666666676
IN009012200,1953-11-06,27.600000000000005
IN009012200,1953-11-07,27.716666666666676
IN009012200,1953-11-08,27.53333333333334
IN009012200,1953-11-09,27.766666666666666
IN009012200,1953-11-10,27.38
IN009012200,1953-11-11,27.526666666666664
IN009012200,1953-11-12,27.533333333333335
IN009012200,1953-11-13,27.509999999999998
IN009012200,1953-11-14,27.516666666666662
IN009012200,1953-11-15,27.399999999999995
IN009012200,1953-11-16,27.21999999999999
IN009012200,1953-11-17,26.973333333333326
IN009012200,1953-11-18,27.06666666666666
IN009012200,1953-11-19,27.15333333333332
IN009012200,1953-11-20,27.26333333333332
IN009012200,1953-11-21,27.24999999999999
IN009012200,1953-11-22,27.376666666666654
IN009012200,1953-11-23,27.32999999999999
IN009012200,1953-11-24,27.32999999999999
IN009012200,1953-11-25,27.079999999999995
